rank,name,postcode,address,rating,reviewCount,removedRange,removedMin,removedMax,removedEstimate,deletionRatioPct,realRatingAdjusted,removedText,url
50,Thai Food 2 Bärenschanze,90429,"Bärenschanzstraße 25, 90429 Nürnberg",4.5,707,51–100,51,100,75.5,9.65,4.162,51 bis 100 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Thai+Food+2+B%C3%A4renschanze/data=!4m7!3m6!1s0x479f5654f91e6ad5:0x292ce1882f9193de!8m2!3d49.4508867!4d11.0595162!16s%2Fg%2F1v93_1h0!19sChIJ1Woe-VRWn0cR3pORL4jhLCk?authuser=0&hl=de&rclk=1
51,Ristorante Pizzeria Valentini,90480,"Kachletstraße 2, 90480 Nürnberg",4.8,664,51–100,51,100,75.5,10.21,4.412,51 bis 100 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Ristorante+Pizzeria+Valentini/data=!4m7!3m6!1s0x410c9effd9defff7:0x1fb86f77e4088983!8m2!3d49.4434277!4d11.1247674!16s%2Fg%2F1tj3k1pb!19sChIJ9__e2f-eDEERg4kI5HdvuB8?authuser=0&hl=de&rclk=1
52,Hotel Nürnberger Hof Altdorf,90518,"Unterer Markt 6, 90518 Altdorf bei Nürnberg",4.6,630,51–100,51,100,75.5,10.7,4.215,51 bis 100 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Hotel+N%C3%BCrnberger+Hof+Altdorf/data=!4m10!3m9!1s0x479f60d73d4d17fd:0x6601c6872a3f58bd!5m2!4m1!1i2!8m2!3d49.3857371!4d11.3571187!16s%2Fg%2F1tx460mz!19sChIJ_RdNPddgn0cRvVg_KofGAWY?authuser=0&hl=de&rclk=1
53,Diva Döner,90475,"Fischbacher Hauptstraße 173, 90475 Nürnberg",4.8,579,51–100,51,100,75.5,11.54,4.362,51 bis 100 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Diva+D%C3%B6ner/data=!4m7!3m6!1s0x479f59d87567e495:0x575e04230b7c5fb4!8m2!3d49.4202236!4d11.1911873!16s%2Fg%2F11bzrl54n3!19sChIJleRnddhZn0cRtF98CyMEXlc?authuser=0&hl=de&rclk=1
54,Super Smash Burger,90409,"Löbleinstraße 50, 90409 Nürnberg",4.8,575,51–100,51,100,75.5,11.61,4.359,51 bis 100 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Super+Smash+Burger/data=!4m7!3m6!1s0x479f57b8ba0998bd:0x7c227c419f965fa1!8m2!3d49.4648925!4d11.0877008!16s%2Fg%2F1ptwpp2rk!19sChIJvZgJurhXn0cRoV-Wn0F8Inw?authuser=0&hl=de&rclk=1
55,Deins & Meins,90429,"Deutschherrnstraße 27, 90429 Nürnberg",4.8,556,51–100,51,100,75.5,11.96,4.346,51 bis 100 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Deins+%26+Meins/data=!4m7!3m6!1s0x479f56533fc03995:0xf423ad3c32769afd!8m2!3d49.4541612!4d11.0623032!16s%2Fg%2F1q5bnd1xf!19sChIJlTnAP1NWn0cR_Zp2MjytI_Q?authuser=0&hl=de&rclk=1
56,REWE,90475,"Fischbacher Hauptstraße 200, 90475 Nürnberg",4.3,467,51–100,51,100,75.5,13.92,3.841,51 bis 100 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/REWE/data=!4m7!3m6!1s0x479f59397a1f5043:0x4ce32471fa52deac!8m2!3d49.4184284!4d11.194731!16s%2Fg%2F11b7tt2qlz!19sChIJQ1AfejlZn0cRrN5S-nEk40w?authuser=0&hl=de&rclk=1
57,Bat Dat - Asia Snacks,90402,"Färberstraße 2, 90402 Nürnberg",4.7,378,51–100,51,100,75.5,16.65,4.084,51 bis 100 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Bat+Dat+-+Asia+Snacks/data=!4m7!3m6!1s0x479f57a8d6908fed:0x59379f88d2752926!8m2!3d49.4513862!4d11.0732724!16s%2Fg%2F11c5_vs1l0!19sChIJ7Y-Q1qhXn0cRJil10oifN1k?authuser=0&hl=de&rclk=1
58,GATE Club - Dachterrasse,90411,"Flughafenstraße 100/Terminal 2. OG, 90411 Nürnberg",4.7,370,51–100,51,100,75.5,16.95,4.073,51 bis 100 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/GATE+Club+-+Dachterrasse/data=!4m7!3m6!1s0x47a1fd9175e7416b:0x193e41f39b589880!8m2!3d49.4941722!4d11.0796962!16s%2Fg%2F11vrpdstlv!19sChIJa0HndZH9oUcRgJhYm_NBPhk?authuser=0&hl=de&rclk=1
59,24 Seven Hotel Nürnberg,90449,"Am Birnbaum 36, 90449 Nürnberg",4,355,51–100,51,100,75.5,17.54,3.474,51 bis 100 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/24+Seven+Hotel+N%C3%BCrnberg/data=!4m10!3m9!1s0x479f56bb28411047:0x763257542420ec6d!5m2!4m1!1i2!8m2!3d49.4241388!4d11.0117385!16s%2Fg%2F11c1vmq0b1!19sChIJRxBBKLtWn0cRbewgJFRXMnY?authuser=0&hl=de&rclk=1
60,Luna Cut,90459,"Kopernikuspl. 3, 90459 Nürnberg",4.8,347,51–100,51,100,75.5,17.87,4.121,51 bis 100 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Luna+Cut/data=!4m7!3m6!1s0x479f570c6eec8327:0xd83fdd033609cdb3!8m2!3d49.4399608!4d11.080817!16s%2Fg%2F1ptyvrh6t!19sChIJJ4PsbgxXn0cRs80JNgPdP9g?authuser=0&hl=de&rclk=1
61,Smack Burger,90402,"Breite G. 94, 90402 Nürnberg",4.6,314,51–100,51,100,75.5,19.38,3.902,51 bis 100 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Smack+Burger/data=!4m7!3m6!1s0x479f5700519d80bd:0xf40296221ff18240!8m2!3d49.4504868!4d11.0714912!16s%2Fg%2F11wws7btx2!19sChIJvYCdUQBXn0cRQILxHyKWAvQ?authuser=0&hl=de&rclk=1
62,Schnitzery Nürnberg,90402,"Breite G. 67, 90402 Nürnberg",4.5,273,51–100,51,100,75.5,21.66,3.742,51 bis 100 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,"https://www.google.com/maps/place/Schnitzery+N%C3%BCrnberg/@49.449978,11.0735199,17z/data=!3m1!4b1!4m6!3m5!1s0x479f5793537290f3:0x369418ec26602e09!8m2!3d49.449978!4d11.0735199!16s%2Fg%2F11lyrycx33?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D&hl=de"
63,H&B Döner,90402,"Breite G. 38, 90402 Nürnberg",4.7,272,51–100,51,100,75.5,21.73,3.896,51 bis 100 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,"https://www.google.com/maps/place/H%26B+D%C3%B6ner/@49.4502254,11.07521,17z/data=!3m1!4b1!4m6!3m5!1s0x479f5794e7421d01:0x4d3914b35075ab4f!8m2!3d49.4502254!4d11.07521!16s%2Fg%2F11yfz0mjzl?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D&hl=de"
64,Hotel Centro Fürth,90762,"Mathildenstraße 26, 90762 Fürth",3.3,184,51–100,51,100,75.5,29.09,2.631,51 bis 100 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Hotel+Centro+F%C3%BCrth/data=!4m10!3m9!1s0x479f55be10f02825:0x978775df4dccd58e!5m2!4m1!1i2!8m2!3d49.4750197!4d10.9850577!16s%2Fg%2F1vvyx1zn!19sChIJJSjwEL5Vn0cRjtXMTd91h5c?authuser=0&hl=de&rclk=1
65,24Seven Hotel Schwabach,91126,"Flurstraße 105, 91126 Schwabach",4.2,173,51–100,51,100,75.5,30.38,3.228,51 bis 100 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/24Seven+Hotel+Schwabach/data=!4m10!3m9!1s0x479f511a8f497635:0x33fd70c0f3eb438f!5m2!4m1!1i2!8m2!3d49.3325311!4d11.0444968!16s%2Fg%2F11nsb1d9z3!19sChIJNXZJjxpRn0cRj0Pr88Bw_TM?authuser=0&hl=de&rclk=1
66,Pizza del Porto,90451,"Donaustraße 105, 90451 Nürnberg",4.4,138,51–100,51,100,75.5,35.36,3.198,51 bis 100 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Pizza+del+Porto/data=!4m7!3m6!1s0x479f57abaabea759:0x7bfc15e85cd3a7b4!8m2!3d49.4112204!4d11.0570922!16s%2Fg%2F11qmmhl93_!19sChIJWae-qqtXn0cRtKfTXOgV_Hs?authuser=0&hl=de&rclk=1
67,Toshka,90459,"Wölckernstraße 49, 90459 Nürnberg",4.9,3097,21–50,21,50,35.5,1.13,4.856,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Toshka/data=!4m7!3m6!1s0x479f577b7a997d97:0xc1a66358a24a11ca!8m2!3d49.4411124!4d11.0860282!16s%2Fg%2F11fslr58v5!19sChIJl32ZentXn0cRyhFKolhjpsE?authuser=0&hl=de&rclk=1
68,FIVE Diner I Obstmarkt 5,90403,"Obstmarkt 5, 90403 Nürnberg",4.7,2826,21–50,21,50,35.5,1.24,4.654,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/FIVE+Diner+I+Obstmarkt+5/data=!4m7!3m6!1s0x479f57a565d34a27:0xcfcd23668afac219!8m2!3d49.45477!4d11.078287!16s%2Fg%2F11bvt3w5__!19sChIJJ0rTZaVXn0cRGcL6imYjzc8?authuser=0&hl=de&rclk=1
69,Du & Ich Italienisches Restaurant,90402,"Königstraße 17A, 90402 Nürnberg",4.8,2360,21–50,21,50,35.5,1.48,4.744,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Du+%26+Ich+Italienisches+Restaurant/data=!4m7!3m6!1s0x479f5799352fd5f5:0xf30e103685ba11e!8m2!3d49.4513747!4d11.0783709!16s%2Fg%2F11wnfbcfgq!19sChIJ9dUvNZlXn0cRHqFbaAPhMA8?authuser=0&hl=de&rclk=1
70,Restaurant Levantine Nürnberg,90402,"Schottengasse 1, 90402 Nürnberg",4.9,2316,21–50,21,50,35.5,1.51,4.841,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Restaurant+Levantine+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f57b270c4cd99:0xbe43c9ab54a9b958!8m2!3d49.4483419!4d11.07066!16s%2Fg%2F11pd2slsbw!19sChIJmc3EcLJXn0cRWLmpVKvJQ74?authuser=0&hl=de&rclk=1
71,Pizz & Via,90402,"Königstraße 36, 90402 Nürnberg",3.7,1720,21–50,21,50,35.5,2.02,3.645,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Pizz+%26+Via/data=!4m7!3m6!1s0x479f57a66edcd07b:0xe389ec8da9d793cf!8m2!3d49.4503715!4d11.0782646!16s%2Fg%2F11bxdx370n!19sChIJe9DcbqZXn0cRz5PXqY3sieM?authuser=0&hl=de&rclk=1
72,Casa Argentina,90403,"Bergstraße 1, 90403 Nürnberg",4.9,1707,21–50,21,50,35.5,2.04,4.821,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Casa+Argentina/data=!4m7!3m6!1s0x479f57a4aaf42ff7:0x88dc8548f85823db!8m2!3d49.4564128!4d11.0754732!16s%2Fg%2F11bxg1yq6v!19sChIJ9y_0qqRXn0cR2yNY-EiF3Ig?authuser=0&hl=de&rclk=1
73,Nürnberger Döner,90403,"Innerer Laufer Pl. 12, 90403 Nürnberg",4.9,1214,21–50,21,50,35.5,2.84,4.789,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/N%C3%BCrnberger+D%C3%B6ner/data=!4m7!3m6!1s0x479f5770efd5f209:0xf9161ab1e9666eec!8m2!3d49.4561911!4d11.084519!16s%2Fg%2F11sttwpxlf!19sChIJCfLV73BXn0cR7G5m6bEaFvk?authuser=0&hl=de&rclk=1
74,Sumach Restaurant,90429,"Spittlertorgraben 13, 90429 Nürnberg",4.7,1167,21–50,21,50,35.5,2.95,4.591,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Sumach+Restaurant/data=!4m7!3m6!1s0x479f57aafdd95c77:0xfe36ce11e9d19f66!8m2!3d49.4499836!4d11.0653641!16s%2Fg%2F11bwh5sb6c!19sChIJd1zZ_apXn0cRZp_R6RHONv4?authuser=0&hl=de&rclk=1
75,Hayman's Döner super frisch & lecker,90439,"Rothenburger Str. 140, 90439 Nürnberg",4.7,959,21–50,21,50,35.5,3.57,4.568,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Hayman%27s+D%C3%B6ner+super+frisch+%26+lecker/data=!4m7!3m6!1s0x479f5708a6302a59:0x2802f0a6364821a2!8m2!3d49.4425483!4d11.0509719!16s%2Fg%2F11gm9gpz91!19sChIJWSowpghXn0cRoiFINqbwAig?authuser=0&hl=de&rclk=1
76,Taqueria & Cantina La Lucha,90489,"Adamstraße 39, 90489 Nürnberg",4.7,954,21–50,21,50,35.5,3.59,4.567,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Taqueria+%26+Cantina+La+Lucha/data=!4m7!3m6!1s0x479f5794f6602415:0xd76b059408a569e9!8m2!3d49.4622944!4d11.0988661!16s%2Fg%2F1tdwtpb2!19sChIJFSRg9pRXn0cR6WmlCJQFa9c?authuser=0&hl=de&rclk=1
77,Seoul Kitchen,90409,"Pirckheimerstraße 75, 90409 Nürnberg",4.5,878,21–50,21,50,35.5,3.89,4.364,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Seoul+Kitchen/data=!4m7!3m6!1s0x479f57b97dbcc21d:0x3645bf1d4f8f523b!8m2!3d49.4610887!4d11.0842628!16s%2Fg%2F1thsdxx5!19sChIJHcK8fblXn0cRO1KPTx2_RTY?authuser=0&hl=de&rclk=1
78,Safran Restaurant Nürnberg - Persische Spezialitäten,90461,"Allersberger Str. 47, 90461 Nürnberg",4.7,808,21–50,21,50,35.5,4.21,4.544,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Safran+Restaurant+N%C3%BCrnberg+-+Persische+Spezialit%C3%A4ten/data=!4m7!3m6!1s0x479f57751cfab377:0x69e79dcb99372865!8m2!3d49.4427696!4d11.088843!16s%2Fg%2F11b7q555pj!19sChIJd7P6HHVXn0cRZSg3mcud52k?authuser=0&hl=de&rclk=1
79,Skybar - Rooftop Bar & Events,90402,"Königstraße 11, 90402 Nürnberg",4.6,799,21–50,21,50,35.5,4.25,4.447,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Skybar+-+Rooftop+Bar+%26+Events/data=!4m7!3m6!1s0x479f57b7b8d6b1b1:0x4228d92ec907fba2!8m2!3d49.451643!4d11.0781292!16s%2Fg%2F1hc1k171d!19sChIJsbHWuLdXn0cRovsHyS7ZKEI?authuser=0&hl=de&rclk=1
80,Balkan Spezialitäten,90443,"Gostenhofer Hauptstraße 37, 90443 Nürnberg",4.7,796,21–50,21,50,35.5,4.27,4.542,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Balkan+Spezialit%C3%A4ten/data=!4m7!3m6!1s0x479f570089dbcc25:0xa40f278882fe7b3e!8m2!3d49.4465846!4d11.0644796!16s%2Fg%2F11f33vgj45!19sChIJJczbiQBXn0cRPnv-gognD6Q?authuser=0&hl=de&rclk=1
81,"MULLIGAN'S - Irish Pub, Bar und Grill",90402,"Königstraße 71, 90402 Nürnberg",4.8,790,21–50,21,50,35.5,4.3,4.637,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,"https://www.google.com/maps/place/MULLIGAN%27S+-+Irish+Pub,+Bar+und+Grill/data=!4m7!3m6!1s0x479f57a73b816f83:0x836ec298b0838e3b!8m2!3d49.4486187!4d11.0805091!16s%2Fg%2F11pw1sdm4f!19sChIJg2-BO6dXn0cRO46DsJjCboM?authuser=0&hl=de&rclk=1"
82,Tik Tak,90431,"Leyher Str. 4, 90431 Nürnberg",4.9,788,21–50,21,50,35.5,4.31,4.732,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Tik+Tak/data=!4m7!3m6!1s0x479f5764ab8c5a81:0xea5d51e4d1d15c3c!8m2!3d49.4492388!4d11.0348376!16s%2Fg%2F11rt_5m67c!19sChIJgVqMq2RXn0cRPFzR0eRRXeo?authuser=0&hl=de&rclk=1
83,Zum Posthorn,90429,"Pestalozzistraße 1, 90429 Nürnberg",4.6,721,21–50,21,50,35.5,4.69,4.431,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Zum+Posthorn/data=!4m7!3m6!1s0x479f565d88bcd667:0x4b6a8fafa6c4113a!8m2!3d49.457003!4d11.03827!16s%2Fg%2F1vd74xlf!19sChIJZ9a8iF1Wn0cROhHEpq-Paks?authuser=0&hl=de&rclk=1
84,Karakaya Dürüm Döner,90489,"Sulzbacher Str. 84, 90489 Nürnberg",4.7,701,21–50,21,50,35.5,4.82,4.522,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Karakaya+D%C3%BCr%C3%BCm+D%C3%B6ner/data=!4m7!3m6!1s0x479f5796aad2f591:0xa912c0632f901144!8m2!3d49.4593407!4d11.0998912!16s%2Fg%2F11gbfd5rbt!19sChIJkfXSqpZXn0cRRBGQL2PAEqk?authuser=0&hl=de&rclk=1
85,Gasthof Zur Zeitenwende,90451,"Zeitenwendepl. 4, 90451 Nürnberg",4.5,660,21–50,21,50,35.5,5.1,4.321,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Gasthof+Zur+Zeitenwende/data=!4m7!3m6!1s0x479f512ea2448df5:0xef9004157e050fdc!8m2!3d49.40352!4d11.03556!16s%2Fg%2F11b75rgkh_!19sChIJ9Y1Eoi5Rn0cR3A8FfhUEkO8?authuser=0&hl=de&rclk=1
86,Moodfaq (Simitci),90439,"Schwabacher Str. 75, 90439 Nürnberg",4.7,647,21–50,21,50,35.5,5.2,4.508,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Moodfaq+%28Simitci%29/data=!4m7!3m6!1s0x479f56fcad3dff3f:0xce08bbdc101dae98!8m2!3d49.4385309!4d11.0516033!16s%2Fg%2F11cltjhpq7!19sChIJP_89rfxWn0cRmK4dENy7CM4?authuser=0&hl=de&rclk=1
87,Oggi Trattoria della Nonna,90403,"Augustinerstraße 2, 90403 Nürnberg",4.6,633,21–50,21,50,35.5,5.31,4.409,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Oggi+Trattoria+della+Nonna/data=!4m7!3m6!1s0x479f57495d8cca9d:0x23b042efaafe914!8m2!3d49.4545867!4d11.0756367!16s%2Fg%2F11vl8s_zns!19sChIJncqMXUlXn0cRFOmv-i4EOwI?authuser=0&hl=de&rclk=1
88,Golden Restaurant & Barbecue,90429,"Fürther Str. 37, 90429 Nürnberg",4.9,623,21–50,21,50,35.5,5.39,4.69,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Golden+Restaurant+%26+Barbecue/data=!4m7!3m6!1s0x479f5655a5c59573:0x3c8c74a125d03442!8m2!3d49.449736!4d11.0586804!16s%2Fg%2F11ltsxs6d_!19sChIJc5XFpVVWn0cRQjTQJaF0jDw?authuser=0&hl=de&rclk=1
89,Tischlein deck dich,90441,"Dianastraße 43, 90441 Nürnberg",4.6,620,21–50,21,50,35.5,5.42,4.405,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Tischlein+deck+dich/data=!4m7!3m6!1s0x479f5722c9973fb9:0x663f202ae3abd448!8m2!3d49.425368!4d11.065572!16s%2Fg%2F1tcywdxf!19sChIJuT-XySJXn0cRSNSr4yogP2Y?authuser=0&hl=de&rclk=1
90,Sarko's Barbershop - Nürnberg,90409,"Bayreuther Str. 13a, 90409 Nürnberg",4.9,613,21–50,21,50,35.5,5.47,4.687,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Sarko%27s+Barbershop+-+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f57b24ca06c2d:0x238da81621a5614f!8m2!3d49.4594233!4d11.0901819!16s%2Fg%2F11p54347w0!19sChIJLWygTLJXn0cRT2GlIRaojSM?authuser=0&hl=de&rclk=1
91,CôCô – Sushi and Grill,90762,"Obstmarkt 3, 90762 Fürth",4.8,596,21–50,21,50,35.5,5.62,4.586,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/C%C3%B4C%C3%B4+%E2%80%93+Sushi+and+Grill/data=!4m7!3m6!1s0x479f5595ad48960d:0x92cdee2e9cf16975!8m2!3d49.4779347!4d10.9877383!16s%2Fg%2F11gdknrp87!19sChIJDZZIrZVVn0cRdWnxnC7uzZI?authuser=0&hl=de&rclk=1
92,Harput Imbiss,90461,"Allersberger Str. 65, 90461 Nürnberg",4.6,572,21–50,21,50,35.5,5.84,4.39,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Harput+Imbiss/data=!4m7!3m6!1s0x479f5774575737bd:0xc0fdf42b7b94065d!8m2!3d49.441796!4d11.0899237!16s%2Fg%2F11c3s9cb4l!19sChIJvTdXV3RXn0cRXQaUeyv0_cA?authuser=0&hl=de&rclk=1
93,globo Restaurant,90403,"Theresienpl. 1, 90403 Nürnberg",4.8,550,21–50,21,50,35.5,6.06,4.57,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/globo+Restaurant/data=!4m7!3m6!1s0x479f57dc537aedb1:0x374208fedcbe0648!8m2!3d49.4556472!4d11.0801672!16s%2Fg%2F11g0m4qp06!19sChIJse16U9xXn0cRSAa-3P4IQjc?authuser=0&hl=de&rclk=1
94,Kilians Irish Pub,90402,"Hallpl. 21, 90402 Nürnberg",4.6,548,21–50,21,50,35.5,6.08,4.381,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Kilians+Irish+Pub/data=!4m7!3m6!1s0x479f57b7127dba9f:0xc46c8ca8371f1410!8m2!3d49.4488638!4d11.0782148!16s%2Fg%2F11nxpmxk2h!19sChIJn7p9ErdXn0cREBQfN6iMbMQ?authuser=0&hl=de&rclk=1
95,Burg Café Beer,90403,"Auf der, Burg 13, 90403 Nürnberg",4.7,496,21–50,21,50,35.5,6.68,4.453,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Burg+Caf%C3%A9+Beer/data=!4m7!3m6!1s0x479f57fb139849fd:0x3173eeb0d1c0f6ed!8m2!3d49.4579779!4d11.0762549!16s%2Fg%2F11r_x1lqh5!19sChIJ_UmYE_tXn0cR7fbA0bDuczE?authuser=0&hl=de&rclk=1
96,Schwabach Barbershop,91126,"Pfarrgasse 2, 91126 Schwabach",4.9,436,21–50,21,50,35.5,7.53,4.606,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Schwabach+Barbershop/data=!4m7!3m6!1s0x479f513ec6f1c23d:0x896085a89c63b874!8m2!3d49.3292274!4d11.0228004!16s%2Fg%2F11lwszmhpk!19sChIJPcLxxj5Rn0cRdLhjnKiFYIk?authuser=0&hl=de&rclk=1
97,Aleppo Küche,90443,"Tafelfeldstraße 28, 90443 Nürnberg",4.4,432,21–50,21,50,35.5,7.59,4.142,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Aleppo+K%C3%BCche/data=!4m7!3m6!1s0x479f57689aa5bbe3:0x952dab2a822820f7!8m2!3d49.4414817!4d11.075801!16s%2Fg%2F11s8l01wfm!19sChIJ47ulmmhXn0cR9yAogiqrLZU?authuser=0&hl=de&rclk=1
98,"Barockhäusle Restaurant, Biergarten, Wein- & Bierstube bei Rosi",90419,"Johannisstraße 47, 90419 Nürnberg",4.7,428,21–50,21,50,35.5,7.66,4.417,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,"https://www.google.com/maps/place/Barockh%C3%A4usle+Restaurant,+Biergarten,+Wein-+%26+Bierstube+bei+Rosi/data=!4m7!3m6!1s0x479f564d6e9fff2b:0x9ad69213dbc72fb2!8m2!3d49.4586228!4d11.0636792!16s%2Fg%2F1tf39jkm!19sChIJK_-fbk1Wn0cRsi_H2xOS1po?authuser=0&hl=de&rclk=1"
99,Syrisches Haus البيت السوري,90459,"Gugelstraße 93, 90459 Nürnberg",4.9,422,21–50,21,50,35.5,7.76,4.597,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Syrisches+Haus+%D8%A7%D9%84%D8%A8%D9%8A%D8%AA+%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x479f57c21f7d4073:0x10c0c63d4098de4!8m2!3d49.4347184!4d11.0762674!16s%2Fg%2F11pd34h1dp!19sChIJc0B9H8JXn0cR5I0J1GMMDAE?authuser=0&hl=de&rclk=1
100,Eco Smart Apartments Premium City,90459,"Breitscheidstraße 58, 90459 Nürnberg",4.5,409,21–50,21,50,35.5,7.99,4.22,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Eco+Smart+Apartments+Premium+City/data=!4m10!3m9!1s0x479f57f9ebbf87d9:0x8182c117e7bdbab7!5m2!4m1!1i2!8m2!3d49.441975!4d11.0876815!16s%2Fg%2F11s353kb_w!19sChIJ2Ye_6_lXn0cRt7q95xfBgoE?authuser=0&hl=de&rclk=1
101,OCAKBASİ RESTAURANT,90443,"Gartenstraße 2, 90443 Nürnberg",4.7,364,21–50,21,50,35.5,8.89,4.371,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/OCAKBAS%C4%B0+RESTAURANT/data=!4m7!3m6!1s0x479f57d4527bd4e3:0x46648a4727b87e52!8m2!3d49.4463842!4d11.0642057!16s%2Fg%2F11vkjyfwgy!19sChIJ49R7UtRXn0cRUn64J0eKZEY?authuser=0&hl=de&rclk=1
